date,customer_id,amount
2024-05-04,28,49
2024-06-04,28,29
2024-07-04,28,29
2024-08-04,28,19
2024-09-04,28,19
2024-10-04,28,19
2024-11-04,28,19
2024-12-04,28,29
2025-01-04,28,49
2025-02-04,28,19
2025-03-04,28,19
2025-04-04,28,19
2025-05-04,28,19
2023-11-10,29,99
2023-12-10,29,49
2024-01-10,29,29
2024-02-10,29,29
2024-03-10,29,19
2024-04-10,29,29
2024-05-10,29,99
2024-06-10,29,19
2024-07-10,29,49
2024-08-10,29,19
2024-09-10,29,49
2024-10-10,29,99
2024-11-10,29,29
2024-12-10,29,29
2025-01-10,29,29
2023-01-22,30,29
2023-02-22,30,29
2023-03-22,30,19
2023-04-22,30,19
2023-05-22,30,49
2023-06-22,30,19
2023-07-22,30,49
2023-08-22,30,29
2023-09-22,30,49
2023-10-22,30,49
2023-09-10,31,29
2024-07-14,32,19
2024-08-14,32,29
2024-09-14,32,19
2024-10-14,32,19
2024-11-14,32,49
2024-04-19,33,49
2024-05-19,33,99
2024-06-19,33,29
2024-07-19,33,19
2024-08-19,33,29
2024-09-19,33,49
2024-10-19,33,19
2023-02-28,34,49
2023-03-28,34,19
2023-04-28,34,29
2023-05-28,34,19
2023-06-28,34,29
2023-07-28,34,29
2023-08-28,34,19
2023-09-28,34,19
2023-10-28,34,29
2023-11-28,34,49
2023-12-28,34,49
2024-05-25,35,29
2024-06-25,35,19
2024-07-25,35,19
2024-08-25,35,99
2024-09-25,35,49
2024-10-25,35,29
2024-11-25,35,29
2024-12-25,35,19
2025-01-25,35,29
2025-02-25,35,29
2025-03-25,35,29
2025-04-25,35,19
2025-05-25,35,19
2025-06-25,35,19
2024-11-12,36,19
2024-12-12,36,29
2025-01-12,36,49
2025-02-12,36,19
2025-03-12,36,99
2025-04-12,36,19
2025-05-12,36,19
2025-06-12,36,29
2025-07-12,36,19
2025-08-12,36,19
2025-09-12,36,29
2025-10-12,36,49
2025-11-12,36,99
2025-12-12,36,29
2026-01-12,36,19
2026-02-12,36,29
2026-03-12,36,29
2024-04-20,37,49
2024-05-20,37,49
2024-06-20,37,29
2024-07-20,37,29
2024-11-30,38,29
2024-12-30,38,19
2025-01-30,38,29
2025-02-28,38,99
2025-03-30,38,99
2025-04-30,38,29
2025-05-30,38,29
2023-07-09,39,19
2023-08-09,39,19
2023-09-09,39,49
2023-10-09,39,99
2023-11-09,39,29
2023-12-09,39,29
2024-01-09,39,19
2024-02-09,39,49
2024-03-09,39,29
2024-04-09,39,29
2024-05-09,39,19
2024-06-09,39,99
2024-07-09,39,29
2024-11-17,40,29
2024-12-17,40,29
2025-01-17,40,29
2025-02-17,40,49
2025-03-17,40,29
2025-04-17,40,99
2025-05-17,40,19
2025-06-17,40,19
2024-07-16,41,29
2024-08-16,41,19
2024-09-16,41,19
2024-10-16,41,29
2024-11-16,41,29
2024-12-16,41,29
2025-01-16,41,49
2025-02-16,41,19
2025-03-16,41,29
2025-04-16,41,19
2025-05-16,41,29
2025-06-16,41,49
2025-07-16,41,29
2024-07-20,42,29
2024-08-20,42,29
2024-09-20,42,49
2024-10-20,42,29
2024-11-20,42,99
2024-12-20,42,29
2025-01-20,42,29
2025-02-20,42,49
2025-03-20,42,29
2025-04-20,42,99
2023-09-01,43,49
2023-10-01,43,19
2023-11-01,43,19
2023-12-01,43,29
2024-01-01,43,99
2024-02-01,43,19
2024-03-01,43,19
2024-04-01,43,49
2024-05-01,43,19
2024-06-01,43,19
2024-07-01,43,29
2024-08-01,43,19
2024-09-01,43,99
2024-10-01,43,49
2024-11-01,43,29
2024-12-01,43,99
2024-05-19,44,19
2024-06-19,44,19
2024-07-19,44,29
2024-08-19,44,19
2024-09-19,44,49
2024-10-19,44,19
2024-11-19,44,49
2024-12-19,44,29
2025-01-19,44,19
2025-02-19,44,49
2025-03-19,44,19
2023-05-11,45,19
2023-06-11,45,29
2023-07-11,45,29
2023-08-11,45,19
2023-09-11,45,99
2023-10-11,45,49
2023-11-11,45,49
2023-12-11,45,49
2024-01-11,45,19
2024-02-11,45,29
2024-03-11,45,19
2024-04-11,45,19
2024-04-29,46,99
2024-05-29,46,29
2024-10-08,47,49
2024-11-08,47,99
2024-12-08,47,29
2025-01-08,47,19
2025-02-08,47,99
2025-03-08,47,19
2025-04-08,47,29
2025-05-08,47,29
2025-06-08,47,19
2025-07-08,47,19
2025-08-08,47,19
2025-09-08,47,29
2023-01-21,48,99
2023-02-21,48,29
2023-03-21,48,49
2023-04-21,48,49
2023-05-21,48,19
2023-06-21,48,19
2023-07-21,48,99
2023-08-21,48,49
2023-09-21,48,19
2023-10-21,48,29
2023-11-21,48,49
2023-12-21,48,29
2024-01-21,48,29
2024-02-21,48,49
2024-03-21,48,29
2024-04-21,48,29
2024-05-21,48,49
2023-06-16,49,29
2023-07-16,49,29
2023-08-16,49,29
2023-09-16,49,19
2023-10-16,49,19
2023-11-16,49,29
2023-12-16,49,99
2024-01-16,49,19
2023-10-01,50,19
2023-11-01,50,19
2023-12-01,50,19
2024-01-01,50,49
2024-02-01,50,19
2024-03-01,50,19
2024-04-01,50,29
2024-01-23,51,19
2024-02-23,51,49
2024-03-23,51,19
2024-04-23,51,19
2024-05-23,51,29
2024-06-23,51,19
2024-07-23,51,19
2024-08-23,52,49
2024-09-23,52,99
2024-10-23,52,49
2024-11-23,52,29
2023-11-12,53,19
2023-12-12,53,49
2024-01-12,53,19
2024-02-12,53,19
2024-03-12,53,49
2024-04-12,53,29
2024-05-12,53,49
2023-01-14,54,99
2023-02-14,54,19
2023-03-14,54,19
2023-04-14,54,19
2023-05-14,54,49
2023-06-14,54,19
2023-07-14,54,19
2023-08-30,55,49
2023-09-30,55,49
2023-10-30,55,19
2023-11-30,55,19
2023-12-30,55,49
2024-01-30,55,19
2024-02-29,55,19
2024-03-30,55,19
2024-04-30,55,19
2024-05-30,55,99
2024-06-30,55,49
2024-07-30,55,29
2024-08-30,55,19
2024-09-30,55,49
2024-10-30,55,29
2024-11-30,55,99
2024-12-30,55,29
2023-12-12,56,99
2024-01-12,56,29
2024-02-12,56,29
2024-03-12,56,19
2024-04-12,56,49
2024-05-12,56,49
2024-06-12,56,19
2024-07-18,57,29
2024-08-18,57,19
2024-09-18,57,49
2024-10-18,57,49
2024-11-18,57,19
2023-12-06,58,49
2024-01-06,58,99
2024-02-06,58,19
2024-03-06,58,19
2024-04-06,58,19
2024-05-06,58,29
2024-06-06,58,19
2024-07-06,58,19
2024-08-06,58,29
2024-09-06,58,29
2024-10-06,58,19
2024-11-06,58,29
2024-12-06,58,29
2025-01-06,58,19
2023-04-02,59,19
2023-05-02,59,29
2023-06-02,59,99
2023-07-02,59,49
2023-08-02,59,19
2023-09-02,59,19
2023-10-02,59,99
2023-11-02,59,29
2023-12-02,59,29
2024-01-02,59,99
2024-02-02,59,49
2024-03-02,59,29
2024-04-02,59,29
2024-05-02,59,19
2024-01-02,60,19
2024-02-02,60,19
2024-03-02,60,49
2024-04-02,60,29
2024-05-02,60,19
2024-06-02,60,19
2024-07-02,60,49
2024-08-02,60,49
2024-09-02,60,19
2024-10-02,60,19
2024-11-02,60,19
2024-12-02,60,99
2025-01-02,60,29
2024-03-30,61,29
2024-04-30,61,99
2024-05-30,61,19
2024-06-30,61,29
2024-07-30,61,29
2024-08-30,61,19
2024-09-30,61,49
2024-10-30,61,49
2024-11-30,61,49
2024-12-30,61,19
2025-01-30,61,19
2025-02-28,61,29
2025-03-30,61,19
2025-04-30,61,29
2025-05-30,61,29
2025-06-30,61,29
2025-07-30,61,29
2024-03-03,62,29
2024-04-03,62,49
2024-05-03,62,19
2024-06-03,62,29
2024-07-03,62,29
2024-08-03,62,29
2024-09-03,62,49
2024-10-03,62,19
2024-11-03,62,49
2024-12-03,62,29
2025-01-03,62,29
2025-02-03,62,29
2025-03-03,62,29
2025-04-03,62,19
2025-05-03,62,29
2024-05-23,63,29
2024-06-23,63,19
2024-07-23,63,99
2024-08-23,63,29
2024-09-23,63,19
2024-10-23,63,29
2024-11-23,63,49
2024-12-23,63,49
2025-01-23,63,29
2023-02-04,64,19
2023-03-04,64,29
2023-04-04,64,19
2023-07-25,65,19
2023-08-25,65,49
2023-09-25,65,29
2023-10-25,65,19
2023-11-25,65,29
2023-12-25,65,29
2024-01-25,65,29
2024-02-25,65,29
2024-03-25,65,29
2024-04-25,65,19
2023-03-22,66,49
2023-04-22,66,29
2023-05-22,66,19
2023-06-22,66,49
2023-07-22,66,19
2023-08-22,66,49
2023-09-22,66,19
2023-10-22,66,19
2023-11-22,66,99
2023-12-22,66,19
2024-07-15,67,19
2024-01-23,68,29
2023-01-02,69,19
2023-02-02,69,19
2023-03-02,69,19
2023-04-02,69,49
2024-01-25,70,19
2024-02-25,70,29
2024-03-25,70,29
2024-04-25,70,29
2024-05-25,70,19
2024-06-25,70,49
2024-07-25,70,19
2024-08-25,70,29
2024-09-25,70,19
2024-10-25,70,19
2024-11-25,70,19
2024-12-25,70,29
2025-01-25,70,19
2024-07-19,71,19
2024-08-19,71,29
2024-09-19,71,49
2024-10-19,71,29
2024-11-19,71,49
2024-12-19,71,29
2025-01-19,71,19
2025-02-19,71,49
2025-03-19,71,19
2025-04-19,71,29
2023-04-16,72,19
2023-05-16,72,19
2023-06-16,72,29
2023-07-16,72,49
2023-08-16,72,49
2023-09-16,72,19
2023-10-16,72,19
2024-04-21,73,19
2024-05-21,73,29
2024-06-21,73,29
2024-07-21,73,19
2024-08-21,73,19
2024-09-21,73,19
2024-10-21,73,19
2024-11-21,73,49
2024-12-03,74,19
2025-01-03,74,19
2025-02-03,74,49
2025-03-03,74,19
2025-04-03,74,49
2025-05-03,74,29
2025-06-03,74,29
2025-07-03,74,19
2025-08-03,74,19
2025-09-03,74,19
2025-10-03,74,99
2025-11-03,74,49
2025-12-03,74,29
2026-01-03,74,19
2026-02-03,74,99
2024-02-06,75,29
2024-03-06,75,49
2024-04-06,75,19
2024-05-06,75,49
2024-12-30,76,19
2025-01-30,76,49
2024-07-09,77,29
2024-08-09,77,49
2024-09-09,77,29
2024-10-09,77,99
2024-11-09,77,29
2024-12-09,77,19
2025-01-09,77,99
2025-02-09,77,29
2025-03-09,77,19
2023-06-11,78,29
2023-07-11,78,19
2023-08-11,78,99
2023-09-11,78,19
2023-10-11,78,19
2023-11-11,78,99
2023-12-11,78,29
2024-01-11,78,19
2024-02-11,78,29
2023-07-21,79,19
2023-08-21,79,99
2023-09-21,79,29
2023-10-21,79,29
2023-11-21,79,29
2023-12-21,79,29
2023-09-27,80,19
2023-10-27,80,19
2023-11-27,80,49
2023-12-27,80,29
2024-01-27,80,19
2024-02-27,80,29
2024-03-27,80,19
2024-04-27,80,49
2023-09-28,81,19
2023-10-28,81,19
2023-11-28,81,29
2023-12-28,81,29
2024-01-28,81,19
2024-02-28,81,49
2024-03-28,81,49
2024-04-28,81,99
2024-05-28,81,49
2024-06-28,81,49
2024-03-31,82,29
2024-04-30,82,19
2024-04-06,83,19
2024-12-27,84,29
2025-01-27,84,19
2025-02-27,84,99
2025-03-27,84,19
2025-04-27,84,19
2023-09-09,85,19
2023-10-09,85,29
2023-11-09,85,29
2023-12-09,85,19
2024-01-09,85,29
2024-02-09,85,49
2024-03-09,85,49
2024-04-09,85,99
2024-05-09,85,49
2024-06-09,85,29
2024-07-09,85,19
2024-08-09,85,19
2024-09-09,85,19
2024-10-09,85,29
2024-11-09,85,49
2024-12-09,85,29
2025-01-09,85,19
2024-12-02,86,99
2025-01-02,86,49
2025-02-02,86,49
2025-03-02,86,29
2023-10-23,87,99
2023-11-23,87,49
2023-12-23,87,49
2024-01-23,87,19
2024-02-23,87,19
2024-03-23,87,29
2024-04-23,87,19
2024-05-23,87,99
2024-06-23,87,19
2024-07-23,87,49
2024-12-25,88,29
2025-01-25,88,99
2025-02-25,88,99
2025-03-25,88,19
2025-04-25,88,19
2025-05-25,88,29
2025-06-25,88,19
2025-07-25,88,99
2025-08-25,88,99
2025-09-25,88,19
2025-10-25,88,19
2025-11-25,88,19
2025-12-25,88,99
2026-01-25,88,19
2026-02-25,88,29
2024-12-20,89,29
2025-01-20,89,29
2025-02-20,89,49
2025-03-20,89,29
2023-12-04,90,99
2024-01-04,90,49
2024-02-04,90,19
2024-03-04,90,19
2024-04-04,90,29
2024-05-04,90,19
2024-06-04,90,99
2023-02-22,91,19
2023-03-22,91,99
2023-04-22,91,99
2023-05-22,91,19
2023-06-22,91,29
2023-07-22,91,19
2023-08-22,91,19
2023-08-05,92,19
2023-09-05,92,19
2023-07-07,93,29
2023-08-07,93,19
2023-09-07,93,29
2023-10-07,93,19
2023-11-07,93,49
2023-12-07,93,29
2024-01-07,93,19
2024-02-07,93,19
2024-03-07,93,49
2024-04-07,93,19
2024-05-07,93,49
2024-06-07,93,19
2024-07-07,93,19
2024-01-15,94,49
2024-02-15,94,19
2024-03-15,94,99
2024-05-07,95,19
2024-06-07,95,19
2024-07-07,95,29
2024-08-07,95,29
2024-09-07,95,99
2024-10-07,95,99
2024-11-07,95,19
2024-12-07,95,29
2025-01-07,95,49
2025-02-07,95,49
2025-03-07,95,19
2025-04-07,95,19
2023-02-10,96,19
2023-03-10,96,29
2023-04-10,96,19
2023-05-10,96,19
2023-06-10,96,19
2023-07-10,96,49
2023-08-10,96,49
2023-09-10,96,29
2023-06-06,97,99
2023-07-06,97,19
2023-08-06,97,19
2023-09-06,97,19
2023-10-06,97,19
2023-11-06,97,19
2023-12-06,97,99
2024-01-06,97,29
2024-02-06,97,29
2024-03-06,97,99
2024-04-06,97,19
2024-05-06,97,19
2023-01-15,98,29
2023-02-15,98,29
2023-03-15,98,19
2023-04-15,98,19
2023-03-06,99,29
2023-04-06,99,19
2023-05-06,99,19
2023-06-06,99,29
2023-07-06,99,19
2023-08-06,99,99
2023-09-06,99,29
2023-10-06,99,19
2023-11-06,99,49
2023-12-06,99,29
2024-01-06,99,19
2024-02-06,99,49
2024-03-06,99,49
2024-04-06,99,29
2024-05-06,99,19
2024-06-06,99,29
2024-06-04,100,49
2024-07-04,100,19
2024-08-04,100,49
2024-09-04,100,99
2024-10-04,100,49
2024-11-04,100,19
2024-12-04,100,99
2025-01-04,100,19
2025-02-04,100,29
2025-03-04,100,49
2025-04-04,100,29
2025-05-04,100,29
2025-06-04,100,19
2025-07-04,100,19
2025-08-04,100,29
2025-09-04,100,19
2025-10-04,100,99
2023-12-10,101,29
2024-01-10,101,19
2024-02-10,101,19
2024-03-10,101,49
2024-04-10,101,19
2024-05-10,101,29
2024-06-10,101,29
2024-07-10,101,19
2024-08-10,101,29
2024-09-10,101,19
2024-10-10,101,29
2024-11-10,101,29
2023-05-09,102,19
2023-06-09,102,19
2023-07-09,102,19
2023-08-09,102,19
2023-09-09,102,29
2023-10-09,102,29
2023-11-09,102,49
2023-12-09,102,19
2024-01-09,102,19
2024-02-09,102,29
2024-03-09,102,49
2024-10-09,103,19
2024-11-09,103,19
2024-12-09,103,99
2025-01-09,103,19
2025-02-09,103,19
2025-03-09,103,19
2025-04-09,103,99
2025-05-09,103,29
2024-04-16,104,29
2024-05-16,104,49
2024-06-16,104,49
2024-07-16,104,19
2024-08-16,104,29
2024-09-16,104,19
2024-10-16,104,19
2024-11-16,104,29
2024-12-16,104,19
2023-03-04,105,29
2023-04-04,105,19
2023-05-04,105,19
2023-06-04,105,19
2023-07-04,105,19
2023-08-04,105,49
2023-09-04,105,19
2023-10-04,105,19
2023-11-04,105,29
2023-12-04,105,49
2024-01-04,105,19
2024-02-04,105,19
2024-03-04,105,19
2024-04-04,105,49
2024-05-04,105,29
2023-05-19,106,19
2024-05-13,107,49
2024-06-13,107,29
2024-07-13,107,19
2024-08-13,107,49
2024-09-13,107,29
2024-10-13,107,19
2024-11-13,107,19
2024-12-13,107,49
2025-01-13,107,19
2024-08-15,108,29
2024-09-15,108,49
2024-10-15,108,99
2024-11-15,108,99
2024-12-15,108,19
2025-01-15,108,49
2025-02-15,108,19
2025-03-15,108,29
2025-04-15,108,29
2024-01-27,109,19
2024-02-27,109,99
2024-03-27,109,19
2024-04-27,109,49
2024-05-27,109,19
2024-06-27,109,19
2024-07-27,109,29
2024-08-27,109,49
2024-09-27,109,29
2024-11-05,110,29
2024-12-05,110,19
2025-01-05,110,29
2024-02-23,111,49
2024-03-23,111,19
2024-04-23,111,49
2024-05-23,111,99
2024-06-23,111,99
2024-07-23,111,29
2024-08-23,111,29
2024-09-23,111,49
2024-10-23,111,19
2024-11-23,111,29
2024-12-23,111,19
2025-01-23,111,29
2025-02-23,111,19
2025-03-23,111,19
2025-04-23,111,19
2025-05-23,111,29
2023-10-16,112,99
2023-11-16,112,19
2023-12-16,112,49
2024-01-16,112,19
2024-01-14,113,29
2024-05-04,114,19
2024-06-04,114,19
2024-07-04,114,29
2024-08-04,114,29
2024-09-04,114,19
2024-10-04,114,19
2024-11-04,114,29
2024-12-04,114,29
2025-01-04,114,19
2025-02-04,114,19
2025-03-04,114,99
2025-04-04,114,29
2025-05-04,114,49
2025-06-04,114,29
2025-07-04,114,19
2025-08-04,114,19
2025-09-04,114,19
2023-08-19,115,19
2023-09-19,115,49
2023-10-19,115,19
2023-11-19,115,19
2023-12-19,115,99
2024-01-19,115,29
2024-02-19,115,19
2024-03-19,115,19
2024-04-19,115,19
2024-05-19,115,19
2024-06-19,115,49
2024-07-19,115,29
2024-08-19,115,49
2024-09-19,115,99
2024-10-19,115,29
2023-02-10,116,19
2023-03-10,116,49
2023-04-10,116,19
2023-05-10,116,19
2023-06-10,116,19
2023-07-10,116,49
2023-08-10,116,19
2023-09-10,116,49
2023-10-10,116,29
2023-11-10,116,49
2023-12-10,116,29
2024-01-10,116,19
2024-02-10,116,49
2024-03-10,116,19
2024-04-10,116,29
2023-01-28,117,49
2023-02-28,117,99
2023-03-28,117,29
2023-04-28,117,29
2023-05-28,117,49
2023-06-28,117,19
2023-07-28,117,99
2023-08-28,117,19
2023-09-28,117,99
2023-10-28,117,49
2023-11-28,117,49
2023-05-15,118,19
2023-06-15,118,49
2023-07-15,118,19
2023-07-20,119,29
2023-08-20,119,49
2023-09-20,119,29
2023-02-02,120,19
2023-02-17,121,19
2024-05-17,122,19
2024-06-17,122,49
2024-02-11,123,19
2024-03-11,123,49
2024-04-11,123,19
2024-05-11,123,49
2024-06-11,123,19
2024-07-11,123,49
2024-08-11,123,29
2024-09-11,123,29
2024-10-11,123,29
2024-11-11,123,29
2024-12-11,123,19
2024-07-27,124,19
2024-08-27,124,19
2024-09-27,124,29
2024-10-27,124,49
2024-11-27,124,19
2024-12-27,124,49
2025-01-27,124,19
2025-02-27,124,29
2025-03-27,124,99
2025-04-27,124,49
2025-05-27,124,19
2025-06-27,124,29
2025-07-27,124,19
2025-08-27,124,29
2024-12-28,125,19
2025-01-28,125,99
2025-02-28,125,29
2025-03-28,125,19
2023-04-09,126,19
2023-05-09,126,99
2023-06-09,126,19
2023-07-09,126,49
2023-08-09,126,49
2023-09-09,126,49
2023-10-09,126,49
2023-11-09,126,19
2023-12-09,126,19
2024-01-09,126,29
2024-02-09,126,19
2024-03-09,126,49
2024-04-09,126,29
2024-05-09,126,49
2024-06-09,126,19
2024-07-09,126,99
2024-08-09,126,19
2024-11-14,127,19
2024-12-14,127,29
2025-01-14,127,19
2025-02-14,127,49
2025-03-14,127,29
2024-12-26,128,19
2025-01-26,128,49
2025-02-26,128,49
2025-03-26,128,19
2025-04-26,128,19
2025-05-26,128,19
2025-06-26,128,19
2025-07-26,128,29
2025-08-26,128,99
2025-09-26,128,29
2025-10-26,128,29
2025-11-26,128,99
2025-12-26,128,19
2026-01-26,128,49
2026-02-26,128,29
2026-03-26,128,29
2024-06-30,129,19
2024-07-30,129,29
2024-08-30,129,19
2024-09-30,129,29
2024-10-30,129,19
2024-11-30,129,29
2024-12-30,129,29
2025-01-30,129,49
2025-02-28,129,29
2025-03-30,129,29
2025-04-30,129,49
2024-09-04,130,19
2024-10-04,130,29
2024-11-04,130,19
2024-12-04,130,19
2025-01-04,130,29
2025-02-04,130,49
2025-03-04,130,19
2025-04-04,130,49
2025-05-04,130,49
2025-06-04,130,99
2025-07-04,130,19
2025-08-04,130,99
2025-09-04,130,19
2025-10-04,130,29
2025-11-04,130,19
2025-12-04,130,19
2024-04-06,131,99
2024-05-06,131,49
2024-06-06,131,19
2024-07-06,131,49
2024-08-06,131,29
2024-09-06,131,19
2024-10-06,131,49
2024-11-06,131,19
2024-12-06,131,19
2025-01-06,131,29
2025-02-06,131,29
2025-03-06,131,49
2025-04-06,131,19
2025-05-06,131,19
2025-06-06,131,19
2025-07-06,131,19
2024-10-04,132,49
2024-11-04,132,19
2024-12-04,132,19
2025-01-04,132,49
2025-02-04,132,29
2025-03-04,132,29
2025-04-04,132,19
2025-05-04,132,19
2025-06-04,132,29
2025-07-04,132,19
2023-01-05,133,99
2023-02-05,133,99
2023-03-05,133,29
2023-04-05,133,19
2023-05-05,133,99
2023-06-05,133,29
2023-07-05,133,19
2023-08-05,133,29
2023-09-05,133,29
2023-10-05,133,49
2023-11-05,133,29
2023-12-05,133,19
2024-01-05,133,99
2024-02-05,133,49
2024-03-05,133,29
2024-04-05,133,19
2024-05-05,133,19
2023-08-06,134,19
2023-09-06,134,99
2023-10-06,134,49
2023-11-06,134,19
2023-12-06,134,49
2024-01-06,134,19
2024-02-06,134,99
2024-03-06,134,29
2024-04-06,134,19
2024-05-06,134,19
2024-06-06,134,19
2024-07-06,134,99
2024-08-06,134,19
2024-09-06,134,29
2024-10-06,134,29
2024-11-06,134,99
2024-12-06,134,19
2024-05-17,135,29
2024-06-17,135,29
2024-07-17,135,19
2024-08-17,135,49
2024-09-17,135,49
2024-10-17,135,29
2024-11-17,135,19
2024-12-17,135,19
2025-01-17,135,29
2025-02-17,135,29
2025-03-17,135,19
2025-04-17,135,19
2025-05-17,135,19
2025-06-17,135,99
2025-07-17,135,49
2025-08-17,135,99
2025-09-17,135,19
2024-02-02,136,99
2024-03-02,136,19
2024-04-02,136,29
2024-05-02,136,29
2024-06-02,136,29
2024-07-02,136,19
2024-08-02,136,29
2024-09-02,136,29
2024-10-02,136,49
2024-11-02,136,99
2024-12-02,136,19
2024-01-28,137,19
2024-02-28,137,19
2024-03-28,137,99
2024-04-28,137,19
2024-05-28,137,29
2024-06-28,137,19
2024-07-28,137,49
2024-08-28,137,49
2024-09-28,137,19
2024-10-28,137,19
2024-11-28,137,29
2024-12-28,137,19
2025-01-28,137,19
2025-02-28,137,49
2025-03-28,137,19
2025-04-28,137,49
2025-05-28,137,29
2023-07-26,138,99
2023-08-26,138,29
2023-09-26,138,29
2023-10-26,138,19
2023-11-26,138,29
2023-12-26,138,19
2024-01-26,138,19
2024-02-26,138,29
2024-03-26,138,29
2024-04-26,138,29
2024-05-26,138,19
2024-06-26,138,29
2024-07-26,138,19
2024-08-26,138,99
